eventID,parentEventID,occurrenceID,PhotoID,quadratID,Date,Year,country,countryCode,stateProvince,region,locality,site,reef.name,institutionCode,basisOfRecord,reef.area,understory,Height..cm.,Latitude,Longitude,Depth,Camera,recordedBy,Water.quality,Strobes,Framing.gear.used,White.balance.card,Comments,Annotation.status,Annotation.area,CD,scientificName,value,abundance,individualCount,cover,Group,scientificNameID,AphiaID_accepted,ScientificName_accepted,Authority_accepted,kingdom,phylum,class,order,family,genus,subgenus,species,subspecies
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q012,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q012_001,IMG_5576 00344.JPG,Q012,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Aulacomya atra,9, , ,9,Mollusca,urn:lsid:marinespecies.org:taxname:505963,505963,Aulacomya atra,"(Molina, 1782)",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Aulacomya, ,atra,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q012,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q012_002,IMG_5576 00344.JPG,Q012,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Corynactis carnea,79, , ,79,Cnidaria,urn:lsid:marinespecies.org:taxname:283837,283837,Corynactis carnea,"Studer, 1879",Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis, ,carnea,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q012,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q012_003,IMG_5576 00344.JPG,Q012,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Rock boring bivalves,1, , ,1,Mollusca,urn:lsid:marinespecies.org:taxname:510723,510723,Lithophaginae,"H. Adams & A. Adams, 1857",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q012,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q012_004,IMG_5576 00344.JPG,Q012,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Halcurias sp ,6, , ,6,Cnidaria,urn:lsid:marinespecies.org:taxname:267466,267466,Halcurias,"McMurrich, 1893",Animalia,Cnidaria,Anthozoa,Actiniaria,Halcuriidae,Halcurias, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q012,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q012_005,IMG_5576 00344.JPG,Q012,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Sponge  Encrusting,2, , ,2,Porifera,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q012,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q012_006,IMG_5576 00344.JPG,Q012,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Sponge  Tubular,1, , ,1,Porifera,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q012,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q012_007,IMG_5576 00344.JPG,Q012,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Crustose coralline algae,2, , ,2,Algae,urn:lsid:marinespecies.org:taxname:368687,368687,Corallinophycidae,,Plantae,Rhodophyta,Florideophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q013,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q013_001,IMG_5579 00347.JPG,Q013,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Aulacomya atra,14, , ,14,Mollusca,urn:lsid:marinespecies.org:taxname:505963,505963,Aulacomya atra,"(Molina, 1782)",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Aulacomya, ,atra,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q013,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q013_002,IMG_5579 00347.JPG,Q013,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Corynactis carnea,49, , ,49,Cnidaria,urn:lsid:marinespecies.org:taxname:283837,283837,Corynactis carnea,"Studer, 1879",Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis, ,carnea,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q013,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q013_003,IMG_5579 00347.JPG,Q013,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Rock boring bivalves,5, , ,5,Mollusca,urn:lsid:marinespecies.org:taxname:510723,510723,Lithophaginae,"H. Adams & A. Adams, 1857",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q013,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q013_004,IMG_5579 00347.JPG,Q013,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Halcurias sp ,17, , ,17,Cnidaria,urn:lsid:marinespecies.org:taxname:267466,267466,Halcurias,"McMurrich, 1893",Animalia,Cnidaria,Anthozoa,Actiniaria,Halcuriidae,Halcurias, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q013,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q013_005,IMG_5579 00347.JPG,Q013,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Sponge  Encrusting,8, , ,8,Porifera,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q013,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q013_006,IMG_5579 00347.JPG,Q013,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Sponge  Masive,3, , ,3,Porifera,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q013,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q013_007,IMG_5579 00347.JPG,Q013,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Sponge  Tubular,4, , ,4,Porifera,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q013,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q013_008,IMG_5579 00347.JPG,Q013,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,D,Helcogrammoides cunninghami,16,16,1, ,Fish,urn:lsid:marinespecies.org:taxname:279353,279353,Helcogrammoides cunninghami,"(Smitt, 1898)",Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Helcogrammoides, ,cunninghami,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q014,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q014_001,IMG_5584 00352.JPG,Q014,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Aulacomya atra,3.96, , ,3.96,Mollusca,urn:lsid:marinespecies.org:taxname:505963,505963,Aulacomya atra,"(Molina, 1782)",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Aulacomya, ,atra,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q014,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q014_002,IMG_5584 00352.JPG,Q014,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Corynactis carnea,66.33, , ,66.33,Cnidaria,urn:lsid:marinespecies.org:taxname:283837,283837,Corynactis carnea,"Studer, 1879",Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis, ,carnea,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q014,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q014_003,IMG_5584 00352.JPG,Q014,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Rock boring bivalves,6.93, , ,6.93,Mollusca,urn:lsid:marinespecies.org:taxname:510723,510723,Lithophaginae,"H. Adams & A. Adams, 1857",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q014,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q014_004,IMG_5584 00352.JPG,Q014,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Halcurias sp ,6.93, , ,6.93,Cnidaria,urn:lsid:marinespecies.org:taxname:267466,267466,Halcurias,"McMurrich, 1893",Animalia,Cnidaria,Anthozoa,Actiniaria,Halcuriidae,Halcurias, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q014,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q014_005,IMG_5584 00352.JPG,Q014,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Sponge  Encrusting,9.9, , ,9.9,Porifera,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q014,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q014_006,IMG_5584 00352.JPG,Q014,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Darwinella cf  rosacea,0.99, , ,0.99,Porifera,urn:lsid:marinespecies.org:taxname:164872,164872,Darwinella rosacea,"Hechtel, 1965",Animalia,Porifera,Demospongiae,Dendroceratida,Darwinellidae,Darwinella, ,rosacea,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q014,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q014_007,IMG_5584 00352.JPG,Q014,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,D,Arbacia dufresnii,16,16,1, ,Echinodermata,urn:lsid:marinespecies.org:taxname:160786,160786,Arbacia dufresnii,"(Blainville, 1825)",Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia, ,dufresnii,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q015,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q015_001,IMG_5591 00359.JPG,Q015,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Aulacomya atra,1, , ,1,Mollusca,urn:lsid:marinespecies.org:taxname:505963,505963,Aulacomya atra,"(Molina, 1782)",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Aulacomya, ,atra,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q015,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q015_002,IMG_5591 00359.JPG,Q015,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Magellania venosa,1, , ,1,Brachiopoda,urn:lsid:marinespecies.org:taxname:235687,235687,Magellania venosa,"(Dixon, 1789)",Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Terebratellidae,Magellania, ,venosa,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q015,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q015_003,IMG_5591 00359.JPG,Q015,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Corynactis carnea,57, , ,57,Cnidaria,urn:lsid:marinespecies.org:taxname:283837,283837,Corynactis carnea,"Studer, 1879",Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis, ,carnea,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q015,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q015_004,IMG_5591 00359.JPG,Q015,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Rock boring bivalves,5, , ,5,Mollusca,urn:lsid:marinespecies.org:taxname:510723,510723,Lithophaginae,"H. Adams & A. Adams, 1857",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q015,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q015_005,IMG_5591 00359.JPG,Q015,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Halcurias sp ,11, , ,11,Cnidaria,urn:lsid:marinespecies.org:taxname:267466,267466,Halcurias,"McMurrich, 1893",Animalia,Cnidaria,Anthozoa,Actiniaria,Halcuriidae,Halcurias, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q015,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q015_006,IMG_5591 00359.JPG,Q015,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Sponge  Encrusting,6, , ,6,Porifera,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q015,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q015_007,IMG_5591 00359.JPG,Q015,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Sponge  Masive,2, , ,2,Porifera,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q015,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_MID1_OVERHANG_Q015_008,IMG_5591 00359.JPG,Q015,2019-03-22,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,MID1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.623778,-64.266139,MEDIUM,CANON100D,GONZALO BRAVO,GOOD,LIGHT,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Sponge  Repent,8, , ,8,Porifera,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
